Bill,Flags,Title,Status,Veto,Date,Original Sponsor,Committee Sponsor,Companion Bills,Last Roll Call,Latest Committee Recommendation,Sponsor (combined),Secondary Sponsor,This Committee Recommendation
"HJM 4006","","New state in E. Washington","H State Governmen","","2/4/2015","Shea","","","","","Shea","Taylor",""
"HJM 4007","","Transatlantic partnership","H Rules R","","2/20/2015","Morris","","","","DP10 w/oRec3 (TED 15)","Morris","Smith",""
"HJM 4008","","Israel's right to exist","H State Governme","","2/11/2015","Klippert","","","","","Klippert","Shea",""
"HJM 4009","","Global climate change","H Environment","","1/11/2016","Fitzgibbon","","","","DP6 DNP5 (ENVI 15)","Fitzgibbon","McBride",""
"HJM 4010","af","WP Stewart mem highway/SR-99","H Filed Sec/St","","3/10/2016","Dunshee","","SJM 8014(S Rules X)","96-0-0-2","DPA11 w/oRec1 (TRAN 16)","Dunshee","Santos",""
"HJM 4011","","Fossil fuels industries","H Environment","","7/2/2015","Shea","","","","","Shea","Taylor",""
"HJM 4012","","FDA blood donation guidance","H HC/Wellness","","1/12/2016","Moeller","","","","","Moeller","Jinkins",""
"HJM 4013","","Constitutional convention","H State Governme","","1/15/2016","Manweller","","SJM 8016(S GovtOp&Sec)","","","Manweller","Young",""
"HJM 4014","","Salmon & steelhead reintro.","H Ag & Nat Res","","1/28/2016","Stanford","","","","","Stanford","Blake",""
"HJM 4015","f","SR 529 bridge naming","H Trans","","2/18/2016","Fey","","","","","Fey","",""
"HJR 4200","","Electronic communications","H Judiciary","","1/15/2015","Taylor","","","","","Taylor","Hunt, G.",""
"HJR 4201","","Supreme crt election distr's","H Judiciary","","1/19/2015","Haler","","","","","Haler","Rodne",""
"HJR 4202","","Community redevel. financing","H Comm Dev, Hous","","1/19/2015","Springer","","","","","Springer","Haler",""
"HJR 4203","f","Breach of info tech systems","H Approps","","1/22/2015","Hudgins","","","","","Hudgins","Scott",""
"HJR 4204","","Initiative measures","H State Governme","","1/26/2015","Kagi","","SJR 8201(S Ways & Means)","","","Kagi","Magendanz",""
"HJR 4205","","Local govt public works","H Approps","","1/26/2015","Pike","","","","","Pike","Reykdal",""
"HJR 4206","","Tax increase restrictions","H Finance","","1/27/2015","Orcutt","","","","","Orcutt","Hurst",""
"HJR 4207","","Supreme crt/law and justice","H Judiciary","","1/28/2015","Shea","","","","","Shea","Holy",""
"HJR 4208","","People's business, access","H State Governmen","","1/30/2015","Pollet","","","","","Pollet","Muri",""
"HJR 4209","","Balanced budget","H Cap Budget","","2/2/2015","Scott","","","","","Scott","Young",""
"HJR 4210","f","School district bonds/voting","H Education","","2/3/2015","Gregerson","","","","","Gregerson","Muri",""
"HJR 4211","","Supreme court districts","H Judiciary","","2/9/2015","Manweller","","","","","Manweller","Haler",""
"HJR 4212","","Public safety/paramount duty","H Approps","","1/19/2016","Klippert","","","","","Klippert","Hayes",""
"HJR 4213","","Const. amendment on taxes","H Finance","","1/20/2016","Shea","","","","","Shea","Orcutt",""
"HJR 4214","","2/3 vote for tax increases","H Finance","","1/20/2016","Shea","","","","","Shea","Orcutt",""
"HJR 4215","","2/3rd vote for tax increases","H Finance","","1/25/2016","Orcutt","","SJR 8200(S GovtOp&StSec)","48-49-0-1","","Orcutt","Scott",""
"HJR 4216","","Eliminating OSPI","H Gen Govt & Inf","","1/29/2016","Sullivan","","","","","Sullivan","Lytton",""
"HJR 4217","","Supreme Court terms","H Judiciary","","2/5/2016","Shea","","","","","Shea","Young",""
"HCR 4400","","State of state/joint session","H Filed Sec/St","","1/13/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4401","d","Office Building 2, renaming","H Rules 3C","","3/10/2016","Hunt, S.","","","89-8-0-1","DP6 (GOS 16)","Hunt, S.","Reykdal",""
"HCR 4402","","Legislature joint rules","H Filed Sec/St","","1/13/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4403","","State medals of merit, valor","H Filed Sec/St","","2/27/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4404","","Bills/to house of origin","H Filed Sec/St","","4/24/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4405","","Adjourning SINE DIE","H Filed Sec/St","","4/24/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4406","","Special session bill status","H Filed Sec/St","","7/21/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4407","","Bills/to house of origin","H Filed Sec/St","","5/28/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4408","","Adjourning SINE DIE","H Filed Sec/St","","5/28/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4409","","Bills/to house of origin","H Filed Sec/St","","6/27/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4410","","Adjourning SINE DIE","H Filed Sec/St","","6/27/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4411","","Bills/to house of origin","H Filed Sec/St","","7/10/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4412","","Adjourning SINE DIE","H Filed Sec/St","","7/10/2015","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4413","","Bill status for 2016 session","H Filed Sec/St","","1/12/2016","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4414","","State of state/joint session","H Filed Sec/St","","1/12/2016","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4415","o","2016 workforce training plan","H Rules X","","3/8/2016","Sells","","","","DPA13 (HE 16)","Sells","Haler",""
"HCR 4416","","Bills/to house of origin","H Filed Sec/St","","3/10/2016","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4417","","Adjourning SINE DIE","H Filed Sec/St","","3/10/2016","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4418","","Bills/to house of origin","H Filed Sec/St","","3/29/2016","Sullivan","","","","","Sullivan","Kretz",""
"HCR 4419","","Adjourning SINE DIE","H Filed Sec/St","","3/29/2016","Sullivan","","","","","Sullivan","Kretz",""
"SSB 5004","a","Warrant officers' authority","C 288 L 15","","5/18/2015","Angel","LAW","","47-0-0-2","DPA10 DNP3 (JUDI 15)","LAW(Angel)","Rolfes",""
"SB 5011","a","Health care info release","C 289 L 15","","5/18/2015","Becker","","HB 1005(H HC/Wellness)","46-1-0-2","DPA15 (HCW 15)","Becker","Cleveland",""
"SB 5015","f","Dairy inspection program","C 5 L 15 E1","","6/10/2015","Honeyford","","","92-0-0-6","DP12 w/oRec1 (AGNR 15)","Honeyford","Ericksen",""
"SSB 5023","f","Group health benefit plans","C 19 L 15","","4/17/2015","Parlette","HLTH","HB 1053(H subst for)","97-0-0-1","DP15 (HCW 15)","HLTH(Parlette)","Keiser",""
"SB 5024","afd","Conforming amendments/govt","C 225 L 15","PV","5/11/2015","Benton","","HB 1055(H Gen Govt & Info)","47-0-0-2","DPA7 (GGIT 15)","Benton","",""
"SSB 5027","af","Prescription drug monitoring","C 259 L 15","","5/14/2015","Angel","HLTH","HB 1103(H subst for)","42-2-1-4","DPA14 (HCW 15)","HLTH(Angel)","Darneille",""
"ESSB 5029","ao","Digital assets, access to","C 140 L 16","","3/31/2016","Pedersen","LAW","","47-1-0-1","DPA11 DNP2 (JUDI 16)","LAW(Pedersen)","O'Ban",""
"SSB 5030","ao","Limited liability companies","C 188 L 15","","5/7/2015","Pedersen","LAW","","45-0-0-4","DPA13 (JUDI 15)","LAW(Pedersen)","O'Ban",""
"SB 5031","o","Advance action/bus. corp act","C 20 L 15","","4/17/2015","Pedersen","","","96-1-0-1","DP13 (JUDI 15)","Pedersen","O'Ban",""
"SB 5032","","Lease, security interest/UCC","C 107 L 15","","4/25/2015","Pedersen","","","97-0-0-1","DP13 (JUDI 15)","Pedersen","O'Ban",""
"SB 5035","fe","Medal of valor","C 4 L 15","","3/2/2015","Pearson","","","97-0-0-1","DP7 (SG 15)","Pearson","Kohl-Welles",""
"SB 5046","fo","Traffic safety commission","C 206 L 16","","4/1/2016","Padden","","","96-0-0-2","DP25 (TR 16)","Padden","Pedersen",""
"ESSB 5048","a#","Water-sewer districts","C 172 L 15","","5/6/2015","Chase","GOS","HB 1417(H subst for)","43-6-0-0","DPA9 (LG 15)","GOS(Chase)","Roach",""
"2SSB 5052","af#","Cannabis patient protection","C 70 L 15","PV","4/24/2015","Rivers","WM","","41-8-0-0","DPA9 DNP3 w/oRec1 (HCW 15)","WM  (Rivers)","Hatfield",""
"SSB 5059","d","Patent infringement claims","C 108 L 15","","4/25/2015","Frockt","LAW","HB 1092(H Judiciary)","94-3-0-1","DP12 DNP1 (JUDI 15)","LAW(Frockt)","Fain",""
"SB 5070","af#","Domestic violence offenders","C 290 L 15","","5/18/2015","Pearson","","","45-0-0-4","DPA(GGIT w/o PS)7 (GGIT 15)","Pearson","Warnick",""
"SB 5075","d","Procurement law","C 79 L 15","","4/24/2015","Baumgartner","","HB 1235(H State Governmen)","96-1-0-1","DP7 (SG 15)","Baumgartner","",""
"SB 5079","f","Child abuse/military parents","C 6 L 15 E1","","6/10/2015","O'Ban","","HB 1150(H Erly Lrn/H Svc)","43-0-1-5","DP11 (ELHS 15)","O'Ban","Conway",""
"ESSB 5083","f","Sudden cardiac arrest","C 26 L 15","","4/17/2015","McAuliffe","EDU","HB 1750(H Education)","79-18-0-1","DP18 DNP2 (ED 15)","EDU(McAuliffe)","Litzow",""
"ESSB 5084","afe","All payer claims database","C 246 L 15","","5/14/2015","Becker","HLTH","","41-6-0-2","DPA11 DNP3 (HCW 15)","HLTH(Becker)","Frockt",""
"SB 5085","af","Gold star license plates","C 208 L 15","","5/8/2015","Rolfes","","HB 1112(H Trans)","46-0-0-3","DPA25 (TR 15)","Rolfes","Dammeier",""
"SB 5088","fd","Geological hazard assessment","C 12 L 15","","4/17/2015","Pearson","","HB 1182(H Ag & Nat Res)","97-0-0-1","DP13 (AGNR 15)","Pearson","Hargrove",""
"SB 5100","af#","Rental cars/traffic infrac's","C 189 L 15","","5/7/2015","Hobbs","","","48-0-0-1","DPA24 (TR 15)","Hobbs","King",""
"SB 5101","","Mental status evaluation","C 80 L 15","","4/24/2015","Padden","","","97-0-0-1","DP13 (JUDI 15)","Padden","O'Ban",""
"SB 5104","","Alcohol, contr sub/sentences","C 81 L 15","","4/24/2015","Padden","","","97-0-0-1","DP9 (PS 15)","Padden","",""
"SB 5107","af#","Therapeutic courts","C 291 L 15","","5/18/2015","Padden","","HB 1305(H Judiciary)","47-0-0-2","DPA31 DNP1 (APP 15)","Padden","Pedersen",""
"E2SSB 5109","af#","Infrastructure/local govt","C 207 L 16","","4/1/2016","Brown","WM","HB 1648(H Finance)","44-3-0-2","DPA(CDHT)15 (FIN 16)","WM  (Brown)","",""
"SB 5119","f","Nonprofit risk pools","C 109 L 15","","4/25/2015","Angel","","HB 1249(H Bus & Fin Svcs)","97-0-0-1","DP7 (GGIT 15)","Angel","Mullet",""
"SB 5120","f","School district dissolutions","C 82 L 15","","4/24/2015","Parlette","","","89-8-0-1","DP19 DNP1 (ED 15)","Parlette","",""
"SB 5121","f","Marijuana research license","C 71 L 15","","4/24/2015","Kohl-Welles","","","95-0-0-3","DP(w/oCOG amd)32 (APP 15)","Kohl-Welles","Rivers",""
"SB 5122","","Precollege placement","C 83 L 15","","4/24/2015","Kohl-Welles","","","96-1-0-1","DP12 w/oRec1 (HE 15)","Kohl-Welles","Frockt",""
"SB 5125","a","District court civil jurisd.","C 260 L 15","","5/14/2015","Padden","","HB 1328(H Judiciary)","46-0-0-3","DPA13 (JUDI 15)","Padden","Darneille",""
"SB 5139","","Buildings, 4 or more stories","C 226 L 15","","5/11/2015","Roach","","","53-45-0-0","DP5 DNP2 w/oRec1 (LG 15)","Roach","Liias",""
"SB 5143","f","Childhood immunizations","C 141 L 16","","3/31/2016","Becker","","","97-0-0-1","DP15 (HCW 16)","Becker","Bailey",""
"SB 5144","f","Robert Bree collaborative","C 21 L 15","","4/17/2015","Dammeier","","","97-0-0-1","DP7 (SG 15)","Dammeier","Becker",""
"ESSB 5145","f","Health tech clinical comm.","C 1 L 16 E1","V","3/29/2016","Dammeier","HLTH","","89-5-0-4","DP15 (HCW 16)","HLTH(Dammeier)","Frockt",""
"SSB 5147","af","Medicaid population's health","C 209 L 15","","5/8/2015","Becker","HLTH","","45-0-0-4","DPA12 DNP1 w/oRec1 (HCW 15)","HLTH(Becker)","Bailey",""
"SSB 5154","af#","Reg. sex or kidnap offenders","C 261 L 15","","5/14/2015","Hargrove","WM","","47-0-0-2","DPA9 (PS 15)","WM  (Hargrove)","",""
"SSB 5156","","Elevators, etc./real estate","C 110 L 15","","4/25/2015","Keiser","CL","","97-0-0-1","DP8 (BFS 15)","CL(Keiser)","Warnick",""
"ESSB 5158","af#","Call location info/emergency","C 190 L 15","","5/7/2015","McCoy","LAW","","49-0-0-0","DPA9 (PS 15)","LAW(McCoy)","Fraser",""
"SSB 5163","af","Students/military families","C 210 L 15","","5/8/2015","Hobbs","EDU","","44-1-0-4","DPA17 DNP3 (ED 15)","EDU(Hobbs)","Roach",""
"SSB 5165","f","Palliative care coverage","C 22 L 15","","4/17/2015","Angel","HLTH","HB 1167(H HC/Wellness)","97-0-0-1","DP15 (HCW 15)","HLTH(Angel)","Frockt",""
"SSB 5166","af","Forage fish management","C 191 L 15","","5/7/2015","Rolfes","WM","","48-0-0-1","DPA(AGNR)9 (CB 15)","WM  (Rolfes)","Ranker",""
"SSB 5175","f","Telemedicine","C 23 L 15","","4/17/2015","Becker","HLTH","HB 1403(H HC/Wellness)","88-9-0-1","DP14 (HCW 15)","HLTH(Becker)","Frockt",""
"SB 5176","","Capitol furnishings pres com","C 24 L 15","","4/17/2015","Keiser","","HB 1217(H State Governmen)","96-1-0-1","DP7 (SG 15)","Keiser","Honeyford",""
"2E2SSB 5177","fd#","Forensic mental hlth srvices","C 7 L 15 E1","","6/10/2015","O'Ban","WM","HB 1597(H Approps)","46-1-0-2","DPA(JUDI)30 DNP2 (APP 15)","WM  (O'Ban)","Darneille",""
"SB 5180","afo","Life insurance reserve req's","C 142 L 16","","3/31/2016","Benton","","HB 1076(H Gen Govt & Info)","49-0-0-0","DP10 (BFS 16)","Benton","Mullet",""
"SSB 5186","f#","Sr's, disab. vets/prop tx ex","C 30 L 15 E3","","7/6/2015","Benton","WM","","97-1-0-0","","WM  (Benton)","Hasegawa",""
"SSB 5202","af","Financial education prtnrshp","C 211 L 15","","5/8/2015","Mullet","EDU","","45-2-0-2","DPA18 DNP2 (ED 15)","EDU(Mullet)","Fain",""
"SB 5203","afd","Job order contracting","C 173 L 15","","5/6/2015","Warnick","","HB 1634(H Cap Budget)","44-4-0-1","DP9 (CB 15)","Warnick","Hasegawa",""
"SB 5207","f","Tow truck operators","C 227 L 15","","5/11/2015","Liias","","HB 1195(H Labor & Workpla)","98-0-0-0","DP5 (LAWS 15)","Liias","King",""
"SB 5210","fo","Life annuity benefit/WSPRS","C 111 L 15","","4/25/2015","Bailey","","HB 1169(H Approps)","97-0-0-1","DP32 (APP 15)","Bailey","Conway",""
"2SSB 5215","f","Internet crime against child","C 84 L 15","","4/24/2015","Roach","WM","","97-0-0-1","DP30 DNP2 (APP 15)","WM  (Roach)","Pedersen",""
"SB 5227","","Int. commercial arbitration","C 276 L 15","","5/18/2015","Baumgartner","","","98-0-0-0","DP13 (JUDI 15)","Baumgartner","O'Ban",""
"SB 5238","f#","Public water systems","C 25 L 15","","4/17/2015","Angel","","","93-4-0-1","DP7 DNP2 (LG 15)","Angel","Liias",""
"SB 5249","f","Local revital. finan. proj's","C 112 L 15","","4/25/2015","Darneille","","HB 1265(H Tech &  Econ De)","81-16-0-1","DP11 w/oRec2 (TED 15)","Darneille","Conway",""
"2ESB 5251","fd","Public water syst assistance","C 111 L 16","","3/31/2016","Honeyford","","HB 1464(H Rules R)","92-4-0-2","DP7 (GGIT 16)","Honeyford","Keiser",""
"ESB 5262","a","Juvenile case records","C 262 L 15","","5/14/2015","O'Ban","","","44-3-0-2","DPA13 (JUDI 15)","O'Ban","Pedersen",""
"SB 5265","f","Public funds/recip. deposits","C 2 L 16 E1","V","3/29/2016","Benton","","HB 1304(H Rules 3C)","87-7-0-4","DP11 (BFS 16)","Benton","Mullet",""
"SSB 5268","","Eyedrop prescription refills","C 85 L 15","","4/24/2015","Parlette","HLTH","","97-0-0-1","DP15 (HCW 15)","HLTH(Parlette)","Kohl-Welles",""
"E2SSB 5269","af#","Detention decision review","C 258 L 15","","5/14/2015","O'Ban","WM","EHB 1258(H Judiciary)","45-2-0-2","DPA(APP w/o JUDI)30 DNP2 (APP 15)","WM  (O'Ban)","Darneille",""
"SB 5270","fd","Missing children/advisry brd","C 208 L 16","","4/1/2016","Roach","","HB 1311(H Rules X)","97-0-0-1","DP8 (PS 16)","Roach","Liias",""
"SSB 5275","f#","Tax code improvements","C 86 L 15","","4/24/2015","Schoesler","WM","","97-0-0-1","DP16 (FIN 15)","WM  (Schoesler)","Hargrove",""
"SSB 5276","af#","Property tax refund/errors","C 174 L 15","","5/6/2015","Kohl-Welles","WM","","47-0-0-2","DP16 (FIN 15)","WM  (Kohl-Welles)","Roach",""
"SSB 5280","af","Beer, cider/grocery stores","C 192 L 15","","5/7/2015","Kohl-Welles","CL","HB 1198(H Gen Govt & Info)","35-12-0-2","DPA5 DNP1 w/oRec1 (GGIT 15)","CL(Kohl-Welles)","Braun",""
"SB 5288","f","Real estate brokers","C 175 L 15","","5/6/2015","Braun","","HB 1171(H Bus & Fin Svcs)","96-2-0-0","DPA7 (GGIT 15)","Braun","Conway",""
"SSB 5292","af","Powdered alcohol","C 193 L 15","","5/7/2015","Roach","LAW","","45-0-0-4","DPA9 (COG 15)","LAW(Roach)","Billig",""
"SSB 5293","f","Optometrists/hydrocodone use","C 113 L 15","","4/25/2015","Becker","HLTH","HB 1190(H subst for)","97-0-0-1","DP15 (HCW 15)","HLTH(Becker)","Keiser",""
"SSB 5294","f","School library & tech progs","C 27 L 15","","4/17/2015","McAuliffe","EDU","HB 1331(H Education)","96-1-0-1","DP20 (ED 15)","EDU(McAuliffe)","Litzow",""
"SSB 5296","","Locksmith services","C 28 L 15","","4/17/2015","Conway","CL","","91-6-0-1","DP9 DNP1 (BFS 15)","CL(Conway)","King",""
"SB 5297","afd#","Commercial vehicles/fuel tax","C 228 L 15","","5/11/2015","Liias","","HB 1993(H Trans)","46-1-0-2","DPA21 DNP2 w/oRec1 (TR 15)","Liias","Fain",""
"SSB 5299","afo#","Residential mortgage lending","C 229 L 15","","5/11/2015","Benton","FI","HB 1048(H subst for)","45-0-0-4","DPA10 (BFS 15)","FI(Benton)","Mullet",""
"SB 5300","fo","Credit union enforcement/DFI","C 114 L 15","","4/25/2015","Benton","","HB 1062(H Bus & Fin Svcs)","77-19-0-2","DP9 DNP1 (BFS 15)","Benton","Mullet",""
"SB 5302","o","Trusts","C 115 L 15","","4/25/2015","Benton","","","97-0-0-1","DP13 (JUDI 15)","Benton","Mullet",""
"SB 5307","af#","Deficit reimbursemnt/ferries","C 230 L 15","","5/11/2015","O'Ban","","HB 1318(H Trans)","43-2-0-4","DPA15 DNP7 w/oRec2 (TR 15)","O'Ban","Ranker",""
"SB 5310","fo","Energy facilities/enforcemnt","C 39 L 15 E3","","7/14/2015","Ericksen","","","78-20-0-0","DP12 (TED 15)","Ericksen","McCoy",""
"2SSB 5311","f#","Crisis intervention/officers","C 87 L 15","","4/24/2015","Rolfes","WM","HB 1348(H Approps)","96-1-0-1","DP29 DNP3 (APP 15)","WM  (Rolfes)","O'Ban",""
"SB 5314","f#","Local stormwater charges/DOT","C 231 L 15","","5/11/2015","Benton","","","92-6-0-0","DP24 (TR 15)","Benton","Cleveland",""
"E2SSB 5315","fd","Aligning CTS, CIO, OFM, DES","C 1 L 15 E3","","6/30/2015","Roach","WM","HB 1391(H subst for)","87-11-0-0","","WM  (Roach)","Liias",""
